Recall,Precision
0.0,0.29899195047792765
0.00034411562284927734,0.29899195047792765
0.0006882312456985547,0.29899195047792765
0.0010323468685478321,0.29899195047792765
0.0013764624913971094,0.29899195047792765
0.0017205781142463866,0.29899195047792765
0.0020646937370956643,0.29899195047792765
0.0024088093599449415,0.29899195047792765
0.0027529249827942187,0.29899195047792765
0.003097040605643496,0.29899195047792765
0.003441156228492773,0.29899195047792765
0.003785271851342051,0.29899195047792765
0.0041293874741913286,0.29899195047792765
0.004473503097040606,0.29899195047792765
0.004817618719889883,0.29899195047792765
0.00516173434273916,0.29899195047792765
0.0055058499655884375,0.29899195047792765
0.005849965588437715,0.29899195047792765
0.006194081211286992,0.29899195047792765
0.006538196834136269,0.29899195047792765
0.006882312456985546,0.29899195047792765
0.0072264280798348245,0.29899195047792765
0.007570543702684102,0.29899195047792765
0.007914659325533379,0.29899195047792765
0.008258774948382657,0.29899195047792765
0.008602890571231933,0.29899195047792765
0.008947006194081212,0.29899195047792765
0.009291121816930488,0.29899195047792765
0.009635237439779766,0.29899195047792765
0.009979353062629042,0.29899195047792765
0.01032346868547832,0.29899195047792765
0.010667584308327597,0.29899195047792765
0.011011699931176875,0.29899195047792765
0.011355815554026153,0.29899195047792765
0.01169993117687543,0.29899195047792765
0.012044046799724708,0.29899195047792765
0.012388162422573984,0.29899195047792765
0.012732278045423262,0.29899195047792765
0.013076393668272538,0.29899195047792765
0.013420509291121816,0.29899195047792765
0.013764624913971093,0.29899195047792765
0.014108740536820371,0.29899195047792765
0.014452856159669649,0.29899195047792765
0.014796971782518925,0.29899195047792765
0.015141087405368204,0.29899195047792765
0.01548520302821748,0.29899195047792765
0.015829318651066758,0.29899195047792765
0.016173434273916036,0.29899195047792765
0.016517549896765314,0.29899195047792765
0.01686166551961459,0.29899195047792765
0.017205781142463867,0.29899195047792765
0.017549896765313145,0.29899195047792765
0.017894012388162423,0.29899195047792765
0.018238128011011698,0.29899195047792765
0.018582243633860976,0.29899195047792765
0.018926359256710254,0.29899195047792765
0.019270474879559532,0.29899195047792765
0.01961459050240881,0.29899195047792765
0.019958706125258085,0.29899195047792765
0.020302821748107363,0.29899195047792765
0.02064693737095664,0.29899195047792765
0.02099105299380592,0.29899195047792765
0.021335168616655194,0.29899195047792765
0.021679284239504472,0.29899195047792765
0.02202339986235375,0.29899195047792765
0.022367515485203028,0.29899195047792765
0.022711631108052306,0.29899195047792765
0.02305574673090158,0.29899195047792765
0.02339986235375086,0.29899195047792765
0.023743977976600137,0.29899195047792765
0.024088093599449415,0.29899195047792765
0.02443220922229869,0.29899195047792765
0.024776324845147968,0.29899195047792765
0.025120440467997246,0.29899195047792765
0.025464556090846524,0.29899195047792765
0.025808671713695802,0.29899195047792765
0.026152787336545077,0.29899195047792765
0.026496902959394355,0.29899195047792765
0.026841018582243633,0.29899195047792765
0.02718513420509291,0.29899195047792765
0.027529249827942186,0.29899195047792765
0.027873365450791464,0.29899195047792765
0.028217481073640742,0.29899195047792765
0.02856159669649002,0.29899195047792765
0.028905712319339298,0.29899195047792765
0.029249827942188573,0.29899195047792765
0.02959394356503785,0.29899195047792765
0.02993805918788713,0.29899195047792765
0.030282174810736407,0.29899195047792765
0.030626290433585685,0.29899195047792765
0.03097040605643496,0.29899195047792765
0.03131452167928424,0.29899195047792765
0.031658637302133516,0.29899195047792765
0.032002752924982794,0.29899195047792765
0.03234686854783207,0.29899195047792765
0.03269098417068135,0.29899195047792765
0.03303509979353063,0.29899195047792765
0.0333792154163799,0.29899195047792765
0.03372333103922918,0.29899195047792765
0.034067446662078456,0.29899195047792765
0.034411562284927734,0.29899195047792765
0.03475567790777701,0.29899195047792765
0.03509979353062629,0.29899195047792765
0.03544390915347557,0.29899195047792765
0.035788024776324846,0.29899195047792765
0.036132140399174124,0.29899195047792765
