False Positive Rate,True Positive Rate
0.0,0.004206390972842649
0.0008291873963515755,0.004948353302573768
0.001658374792703151,0.00816525719321005
0.0024875621890547263,0.012867921526392443
0.003316749585406302,0.018309794514680143
0.0041459369817578775,0.019052062808258576
0.004975124378109453,0.019299281596886514
0.005804311774461029,0.021277337869757308
0.006633499170812604,0.022762486384608795
0.007462686567164179,0.023010011137084042
0.008291873963515755,0.02399949821929041
0.00912106135986733,0.02399949821929041
0.009950248756218905,0.024247022971765658
0.01077943615257048,0.025730947631227897
0.011608623548922057,0.026225385208483765
0.012437810945273632,0.0264726039971117
0.013266998341625208,0.0264726039971117
0.014096185737976783,0.028282970263338158
0.014925373134328358,0.031421875191227404
0.015754560530679935,0.03290671774223158
0.01658374792703151,0.03290671774223158
0.017412935323383085,0.033154242494706825
0.01824212271973466,0.03389620482443795
0.019071310116086235,0.03414342361306588
0.01990049751243781,0.03439094836554113
0.020729684908789386,0.034885385942797005
0.02155887230514096,0.0353804354477475
0.02238805970149254,0.03562796020022275
0.023217247097844115,0.03587548495269799
0.02404643449419569,0.03661775324627642
0.024875621890547265,0.03736002153985485
0.02570480928689884,0.037607546292330096
0.026533996683250415,0.037607546292330096
0.02736318407960199,0.037855071044805344
0.028192371475953566,0.03810259579728059
0.02902155887230514,0.038844558127011715
0.029850746268656716,0.0393393016681149
0.03067993366500829,0.03958652045674283
0.03150912106135987,0.040823226327577136
0.03233830845771144,0.041070751080052384
0.03316749585406302,0.04181332533747813
0.03399668325041459,0.04181332533747813
0.03482587064676617,0.04181332533747813
0.03565505804311775,0.04181332533747813
0.03648424543946932,0.04255528766720924
0.0373134328358209,0.043050031208312425
0.03814262023217247,0.04329724999694036
0.03897180762852405,0.04379168757419623
0.03980099502487562,0.04379168757419623
0.0406301824212272,0.04379168757419623
0.04145936981757877,0.04379168757419623
0.04228855721393035,0.044039212326671476
0.04311774461028192,0.044286737079146724
0.0439469320066335,0.0447811746564026
0.04477611940298508,0.04502839344503054
0.04560530679933665,0.04750364096978301
0.04643449419568823,0.0489887894846345
0.0472636815920398,0.05121498243767517
0.04809286898839138,0.05146250719015042
0.04892205638474295,0.051957556695100916
0.04975124378109453,0.053195180457477155
0.0505804311774461,0.053195180457477155
0.05140961857379768,0.0534427052099524
0.05223880597014925,0.05418466753968352
0.05306799336650083,0.05467910511693939
0.05389718076285241,0.05665777331750481
0.05472636815920398,0.057152822822455304
0.05555555555555556,0.05789539707988105
0.05638474295190713,0.05863766537345947
0.05721393034825871,0.05962684649181853
0.05804311774461028,0.062099646305792525
0.05887230514096186,0.06259438984689569
0.05970149253731343,0.06333696410432144
0.06053067993366501,0.06407953836174718
0.06135986733001658,0.06531593826873416
0.06218905472636816,0.06581037584599005
0.06301824212271974,0.0667995569643491
0.06384742951907131,0.06754151929408021
0.06467661691542288,0.06902544395354246
0.06550580431177447,0.07075719932932725
0.06633499170812604,0.071499773586753
0.06716417910447761,0.071499773586753
0.06799336650082918,0.07174699237538093
0.06882255389718077,0.07298461613775716
0.06965174129353234,0.0737271903951829
0.07048092868988391,0.07545863980712039
0.0713101160862355,0.07545863980712039
0.07213930348258707,0.07545863980712039
0.07296849087893864,0.07817927033741692
0.07379767827529021,0.0786740138785201
0.0746268656716418,0.0786740138785201
0.07545605306799337,0.07892123266714804
0.07628524046434494,0.07892123266714804
0.07711442786069651,0.07941628217209853
0.0779436152570481,0.08015885642952428
0.07877280265339967,0.08114803754788333
0.07960199004975124,0.08238443745487033
0.08043117744610283,0.08312701171229607
0.0812603648424544,0.08411619283065512
0.08208955223880597,0.08485815516038625
0.08291873963515754,0.08535289870148943
0.08374792703150913,0.08535289870148943
0.0845771144278607,0.08757878569068278
0.08540630182421227,0.08856857873673647
0.08623548922056384,0.08906362824168697
0.08706467661691543,0.08980589653526538
0.087893864013267,0.09005342128774063
0.08872305140961857,0.09252652706556193
0.08955223880597016,0.09277405181803718
0.09038142620232173,0.09326848939529304
0.0912106135986733,0.09401075768887149
0.09203980099502487,0.09401075768887149
0.09286898839137646,0.09475333194629723
0.09369817578772803,0.0962381744973014
0.0945273631840796,0.0967332240022519
0.09535655058043117,0.0967332240022519
0.09618573797678276,0.09698074875472715
0.09701492537313433,0.09772271108445826
0.0978441127694859,0.09821714866171413
0.09867330016583749,0.09895941695529256
0.09950248756218906,0.10044395354244942
0.10033167495854063,0.10118591587218055
0.1011608623548922,0.10217540295438692
0.10199004975124379,0.10316519600044058
0.10281923714759536,0.10539291877271784
0.10364842454394693,0.10687806728756932
0.1044776119402985,0.10737311679251982
0.10530679933665009,0.10910456620445727
0.10613598673300166,0.10984622257034109
0.10696517412935323,0.1105881849000722
0.10779436152570482,0.1115779779461259
0.10862354892205639,0.11182550269860114
0.10945273631840796,0.11207302745107639
0.11028192371475953,0.11405322547087837
0.11111111111111112,0.1160325055991384
0.11194029850746269,0.1165275551040889
0.11276948590381426,0.11677507985656414
0.11359867330016583,0.11702260460903939
0.11442786069651742,0.11826022837141563
0.11525704809286899,0.11949754616994457
0.11608623548922056,0.12147743822589922
0.11691542288557215,0.12246753723580021
0.11774461028192372,0.12246753723580021
0.11857379767827529,0.12345702431800658
0.11940298507462686,0.12543630444626663
0.12023217247097845,0.12667362224479556
0.12106135986733002,0.12766341529084924
0.12189054726368159,0.12840598954827498
0.12271973466003316,0.13137598061413064
0.12354892205638475,0.13162319940275857
0.12437810945273632,0.13310834791761006
0.1252072968490879,0.13360339742256055
0.12603648424543948,0.1338509221750358
0.12686567164179105,0.13434566571613898
0.12769485903814262,0.1350876280458701
0.1285240464344942,0.13681999534934955
0.12935323383084577,0.13756256960677526
0.13018242122719734,0.13781009435925054
0.13101160862354894,0.13904741215777944
0.1318407960199005,0.14127391107466739
0.13266998341625208,0.14226339815687378
0.13349917081260365,0.14325319120292748
0.13432835820895522,0.14374793474403064
0.1351575456053068,0.14399545949650588
0.13598673300165837,0.14473803375393163
0.13681592039800997,0.14646978912971642
0.13764510779436154,0.14721205742329485
0.1384742951907131,0.14770649500055072
0.13930348258706468,0.14869628804660442
0.14013266998341625,0.14943855634018285
0.14096185737976782,0.15067587413871175
0.1417910447761194,0.1521601047620213
0.142620232172471,0.15290237305559976
0.14344941956882257,0.15339742256055025
0.14427860696517414,0.1543869096427566
0.1451077943615257,0.15512948390018236
0.14593698175787728,0.1556242274412855
0.14676616915422885,0.1556242274412855
0.14759535655058043,0.15661402048733924
0.148424543946932,0.15735628878091762
0.1492537313432836,0.15859360657944657
0.15008291873963517,0.15933618083687234
0.15091210613598674,0.16032505599138408
0.1517412935323383,0.16131454307359042
0.15257048092868988,0.16205619943947425
0.15339966832504145,0.16354134795432573
0.15422885572139303,0.16502649646917722
0.15505804311774463,0.16576876476275562
0.1558872305140962,0.16750113206623504
0.15671641791044777,0.16873875582861125
0.15754560530679934,0.1694804121944951
0.1583747927031509,0.1709655607093466
0.15920398009950248,0.17121308546182182
0.16003316749585406,0.17170752303907771
0.16086235489220566,0.17220196061633355
0.16169154228855723,0.17294422890991198
0.1625207296849088,0.17616052087285367
0.16334991708126037,0.1773978386713826
0.16417910447761194,0.17814010696496102
0.16500829187396351,0.17838763171743627
0.16583747927031509,0.1791292880833201
0.16666666666666666,0.1798715563768985
0.16749585406301826,0.18011877516552643
0.16832504145936983,0.18135609296405536
0.1691542288557214,0.1816036177165306
0.16998341625207297,0.18333567905616271
0.17081260364842454,0.18407794734974114
